request_id,response_time_hours,citizen_satisfaction,day_of_week,is_weekend,submit_month,submit_quarter,inherent_urgency,is_urgent,resolved_flag,citizen_previous_requests,citizen_satisfaction_history,citizen_account_age_days,citizen_engagement_score,dept_avg_response_time,dept_avg_resolution_rate,dept_avg_satisfaction,dept_avg_staff_count,dept_avg_budget_util,dept_avg_requests_received,dept_avg_overtime,district_avg_request_count,district_avg_response_time,district_avg_resolution_rate,district_total_critical,district_total_high,age_18-24,age_25-34,age_35-44,age_45-54,age_55-64,age_65+,contact_Email,contact_In Person,contact_Mobile App,contact_Phone,contact_SMS
REQ000027,51.2,4.4,3,0,10,4,0,0,1,2,2.7,1921,1.08,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,True,False,False,False,False,False,False,False,False,True
REQ000028,48.7,4.5,4,0,8,3,0,0,0,3,3.2,690,1.9200000000000004,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.1875,60.121874999999996,0.7757673611111111,775,2488,False,True,False,False,False,False,False,False,True,False,False
REQ000029,127.7,1.8,1,0,9,3,0,0,0,2,2.6,2032,1.04,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,False,False,True,False,True,False,False,False,False
REQ000030,304.9,2.8,6,1,4,2,0,0,1,5,2.6,2360,2.6,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,17.75,60.46388888888888,0.7918819444444445,805,2475,False,False,False,False,False,True,True,False,False,False,False
REQ000031,24.5,3.9,2,0,5,2,0,1,1,3,4.1,1078,2.46,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,True,False,False,False,False,False,True,False,False,False
REQ000032,109.8,3.4,0,0,12,4,0,0,1,2,4.3,516,1.72,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,18.34375,60.45659722222222,0.7863645833333334,728,2486,True,False,False,False,False,False,False,False,True,False,False
REQ000033,69.8,3.6,0,0,6,2,0,0,1,4,3.0,2526,2.4,47.333333333333336,0.8491666666666666,3.7375000000000003,38.166666666666664,0.8685833333333334,170.16666666666666,109.33333333333333,18.44097222222222,57.67986111111111,0.7782361111111111,724,2454,False,False,False,True,False,False,True,False,False,False,False
REQ000034,82.1,3.6,3,0,8,3,0,0,0,2,3.4,3111,1.3599999999999999,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,False,False,True,False,False,False,False,False,False,True,False
REQ000035,40.7,2.6,2,0,2,1,0,1,1,3,2.9,3411,1.7399999999999998,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.34375,60.45659722222222,0.7863645833333334,728,2486,False,False,False,False,True,False,False,False,False,True,False
REQ000036,254.4,3.3,4,0,4,2,0,0,1,3,4.4,1773,2.64,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,False,True,False,False,False,False,False,True,False
REQ000037,26.0,4.2,4,0,3,1,0,1,1,2,4.4,337,1.7600000000000002,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.010416666666668,59.470486111111114,0.7770763888888889,757,2358,False,True,False,False,False,False,False,False,True,False,False
REQ000038,8.5,3.2,6,1,5,2,0,1,1,2,3.4,1258,1.3599999999999999,52.458333333333336,0.8288333333333333,3.856666666666667,41.75,0.8895833333333334,177.5,93.75,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,False,False,True,False,True,False,False,False,False
REQ000039,216.7,3.6,3,0,3,1,0,0,0,1,2.9,3524,0.58,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.010416666666668,59.470486111111114,0.7770763888888889,757,2358,False,False,False,True,False,False,True,False,False,False,False
REQ000040,266.8,2.6,3,0,12,4,0,0,1,2,3.3,2750,1.3199999999999998,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,False,False,True,False,False,False,False,False,False,True
REQ000041,79.2,3.5,4,0,1,1,0,0,1,1,4.9,1631,0.9800000000000001,47.333333333333336,0.8491666666666666,3.7375000000000003,38.166666666666664,0.8685833333333334,170.16666666666666,109.33333333333333,18.1875,60.121874999999996,0.7757673611111111,775,2488,True,False,False,False,False,False,False,False,False,False,True
REQ000042,42.4,3.5,3,0,12,4,0,1,1,1,2.6,1119,0.52,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,True,False,False,False,False,False,True,False,False,False,False
REQ000043,208.9,4.5,2,0,5,2,0,0,1,2,3.3,1180,1.3199999999999998,44.550000000000004,0.8158333333333333,3.9166666666666665,36.083333333333336,0.9034166666666666,148.5,114.33333333333333,18.34375,60.45659722222222,0.7863645833333334,728,2486,True,False,False,False,False,False,False,False,False,False,True
REQ000044,93.7,2.6,3,0,10,4,0,0,1,3,3.6,2642,2.16,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,True,False,False,False,True,False,False,False,False
REQ000045,405.6,2.4,4,0,5,2,0,0,1,2,2.7,2547,1.08,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,17.75,60.46388888888888,0.7918819444444445,805,2475,False,False,False,False,True,False,False,False,False,True,False
REQ000046,29.2,4.2,0,0,6,2,0,1,1,3,4.4,1773,2.64,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.319444444444443,61.37048611111111,0.7842951388888889,717,2472,False,False,False,True,False,False,False,False,False,True,False
REQ000047,88.7,3.3,6,1,9,3,0,0,1,2,2.0,712,0.8,43.28333333333333,0.8233333333333333,3.9741666666666666,40.25,0.85825,161.33333333333334,109.83333333333333,18.319444444444443,61.37048611111111,0.7842951388888889,717,2472,False,True,False,False,False,False,False,False,False,True,False
REQ000048,342.1,2.0,5,1,1,1,0,0,1,1,4.4,3573,0.8800000000000001,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,False,False,True,False,True,False,False,False,False
REQ000049,15.4,4.4,1,0,5,2,0,1,1,1,4.1,3196,0.82,52.458333333333336,0.8288333333333333,3.856666666666667,41.75,0.8895833333333334,177.5,93.75,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,True,False,False,False,False,False,False,False,True,False,False
REQ000050,68.8,3.9,2,0,6,2,0,0,0,2,3.9,1019,1.56,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,True,False,False,False,False,False,False,False,True
REQ000051,223.9,4.3,5,1,3,1,0,0,0,3,1.9,2678,1.14,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,17.75,60.46388888888888,0.7918819444444445,805,2475,False,False,True,False,False,False,True,False,False,False,False
REQ000052,112.6,3.1,4,0,12,4,0,0,1,4,2.9,1444,2.32,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,False,True,False,False,False,False,False,True,False
REQ000053,45.1,1.2,4,0,1,1,1,1,1,6,2.3,352,2.76,43.28333333333333,0.8233333333333333,3.9741666666666666,40.25,0.85825,161.33333333333334,109.83333333333333,18.319444444444443,61.37048611111111,0.7842951388888889,717,2472,False,True,False,False,False,False,False,False,False,False,True
REQ000054,157.8,4.9,3,0,12,4,0,0,1,2,3.8,2299,1.52,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,True,False,False,False,False,False,False,True,False
REQ000055,89.8,3.0,4,0,1,1,0,0,1,2,3.4,2873,1.3599999999999999,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.44097222222222,57.67986111111111,0.7782361111111111,724,2454,False,True,False,False,False,False,False,False,False,False,True
REQ000056,116.1,3.4,2,0,10,4,0,0,1,4,3.3,348,2.6399999999999997,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,False,False,False,True,False,False,False,True,False
REQ000057,62.7,4.1,2,0,3,1,0,0,1,2,4.3,3203,1.72,47.333333333333336,0.8491666666666666,3.7375000000000003,38.166666666666664,0.8685833333333334,170.16666666666666,109.33333333333333,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,False,False,False,True,False,False,False,False,False,True
REQ000058,14.6,4.1,4,0,7,3,0,1,0,2,4.1,2259,1.64,52.458333333333336,0.8288333333333333,3.856666666666667,41.75,0.8895833333333334,177.5,93.75,18.319444444444443,61.37048611111111,0.7842951388888889,717,2472,False,True,False,False,False,False,True,False,False,False,False
REQ000059,108.2,2.8,2,0,4,2,0,0,1,2,3.9,2182,1.56,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,False,False,True,False,True,False,False,False,False
REQ000060,111.1,3.0,6,1,6,2,0,0,1,5,3.0,2991,3.0,47.333333333333336,0.8491666666666666,3.7375000000000003,38.166666666666664,0.8685833333333334,170.16666666666666,109.33333333333333,18.319444444444443,61.37048611111111,0.7842951388888889,717,2472,False,False,False,False,True,False,True,False,False,False,False
REQ000061,285.4,2.5,2,0,11,4,0,0,1,4,3.6,355,2.88,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,False,True,False,False,False,False,False,False,True
REQ000062,184.2,3.8,6,1,3,1,0,0,1,1,5.0,1480,1.0,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.34375,60.45659722222222,0.7863645833333334,728,2486,False,False,False,False,True,False,False,False,False,True,False
REQ000063,5.0,4.2,5,1,1,1,0,1,0,0,3.6,1485,0.0,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.34375,60.45659722222222,0.7863645833333334,728,2486,False,True,False,False,False,False,False,True,False,False,False
REQ000064,123.6,2.7,0,0,7,3,0,0,1,2,5.0,3067,2.0,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,True,False,False,False,False,False,False,False,True,False,False
REQ000065,43.8,3.1,4,0,3,1,0,1,1,4,3.6,2921,2.88,44.550000000000004,0.8158333333333333,3.9166666666666665,36.083333333333336,0.9034166666666666,148.5,114.33333333333333,18.34375,60.45659722222222,0.7863645833333334,728,2486,False,False,True,False,False,False,False,False,False,True,False
REQ000066,60.0,4.3,5,1,1,1,0,0,1,2,2.7,2324,1.08,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,False,True,False,False,False,False,False,False,True,False,False
REQ000067,272.1,3.2,4,0,4,2,0,0,1,3,4.4,577,2.64,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,True,False,False,False,False,False,False,True,False
REQ000068,25.3,4.4,2,0,6,2,0,1,0,3,3.4,200,2.04,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,True,False,False,False,False,False,False,True,False,False
REQ000069,11.2,2.0,5,1,1,1,1,1,1,3,2.9,2838,1.7399999999999998,43.28333333333333,0.8233333333333333,3.9741666666666666,40.25,0.85825,161.33333333333334,109.83333333333333,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,False,True,False,False,False,False,False,False,False,True
REQ000070,162.2,3.8,0,0,6,2,0,0,1,2,4.4,337,1.7600000000000002,44.550000000000004,0.8158333333333333,3.9166666666666665,36.083333333333336,0.9034166666666666,148.5,114.33333333333333,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,True,False,False,False,False,False,False,True,False,False
REQ000071,38.2,3.1,2,0,5,2,0,1,0,2,4.3,3157,1.72,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,False,False,False,True,False,False,False,False,False,True,False
REQ000072,104.6,3.2,1,0,7,3,0,0,1,0,2.7,1735,0.0,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.319444444444443,61.37048611111111,0.7842951388888889,717,2472,False,False,False,False,False,True,False,False,False,True,False
REQ000073,37.3,3.5,0,0,1,1,0,1,1,2,2.6,2032,1.04,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,False,False,True,False,True,False,False,False,False
REQ000074,31.7,3.5,0,0,4,2,0,1,1,3,4.4,1773,2.64,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,False,True,False,False,False,False,False,True,False
REQ000075,3.8,4.8,5,1,1,1,0,1,1,5,3.4,2672,3.4,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,False,False,True,False,False,False,True,False,False
REQ000076,154.0,4.3,1,0,6,2,0,0,1,6,3.4,3415,4.08,52.458333333333336,0.8288333333333333,3.856666666666667,41.75,0.8895833333333334,177.5,93.75,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,False,True,False,False,True,False,False,False,False
REQ000077,78.4,4.1,2,0,11,4,0,0,0,6,3.1,1771,3.72,44.550000000000004,0.8158333333333333,3.9166666666666665,36.083333333333336,0.9034166666666666,148.5,114.33333333333333,17.75,60.46388888888888,0.7918819444444445,805,2475,False,False,False,True,False,False,False,True,False,False,False
REQ000078,131.2,4.5,1,0,7,3,0,0,1,2,4.4,3360,1.7600000000000002,44.550000000000004,0.8158333333333333,3.9166666666666665,36.083333333333336,0.9034166666666666,148.5,114.33333333333333,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,False,False,False,True,False,False,True,False,False,False,False
REQ000079,72.1,4.2,4,0,5,2,0,0,1,6,3.4,3415,4.08,52.458333333333336,0.8288333333333333,3.856666666666667,41.75,0.8895833333333334,177.5,93.75,18.010416666666668,59.470486111111114,0.7770763888888889,757,2358,False,False,False,True,False,False,True,False,False,False,False
REQ000080,33.3,2.8,0,0,1,1,0,1,1,3,2.9,3411,1.7399999999999998,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.40277777777778,59.11006944444445,0.7860347222222223,726,2451,False,False,False,False,True,False,False,False,False,True,False
REQ000081,8.7,3.1,1,0,12,4,0,1,1,4,3.3,1872,2.6399999999999997,52.458333333333336,0.8288333333333333,3.856666666666667,41.75,0.8895833333333334,177.5,93.75,18.010416666666668,59.470486111111114,0.7770763888888889,757,2358,False,False,False,True,False,False,False,False,True,False,False
REQ000082,4.8,4.3,3,0,8,3,0,1,1,0,2.7,1735,0.0,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,False,False,False,True,False,False,False,True,False
REQ000083,158.7,5.0,4,0,11,4,0,0,1,2,3.9,3330,1.56,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,False,False,True,False,False,False,False,False,True,False
REQ000084,27.2,3.8,6,1,6,2,0,1,1,4,4.0,3026,3.2,48.61666666666667,0.8394166666666667,3.7175,36.583333333333336,0.8617499999999999,142.16666666666666,97.66666666666667,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,True,False,False,False,False,False,True,False,False,False,False
REQ000085,178.0,3.8,5,1,12,4,0,0,1,7,4.2,2089,5.880000000000001,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,18.208333333333332,61.98784722222222,0.7826215277777778,746,2338,False,True,False,False,False,False,True,False,False,False,False
REQ000086,53.4,5.0,3,0,7,3,0,0,1,4,4.1,2512,3.28,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,False,True,False,False,False,False,True,False,False
REQ000087,35.3,2.8,2,0,3,1,0,1,1,4,3.1,1651,2.48,55.775,0.7976666666666666,3.641666666666667,31.916666666666668,0.8698333333333333,170.91666666666666,82.91666666666667,18.010416666666668,59.470486111111114,0.7770763888888889,757,2358,True,False,False,False,False,False,True,False,False,False,False
REQ000088,272.6,3.1,4,0,12,4,0,0,1,2,3.6,2136,1.44,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,19.03472222222222,57.74791666666667,0.7821458333333333,761,2424,False,False,False,True,False,False,False,False,True,False,False
REQ000089,116.2,2.6,0,0,11,4,0,0,1,3,3.1,3280,1.86,53.416666666666664,0.7839166666666667,3.605,42.583333333333336,0.8833333333333333,139.58333333333334,115.0,18.46875,57.74965277777778,0.7877847222222223,698,2441,True,False,False,False,False,False,False,False,False,False,True
REQ000090,19.3,4.6,4,0,7,3,0,1,1,2,4.8,1033,1.92,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,True,False,False,False,False,False,False,False,True
REQ000091,90.0,2.8,1,0,6,2,0,0,1,2,2.7,2547,1.08,43.28333333333333,0.8233333333333333,3.9741666666666666,40.25,0.85825,161.33333333333334,109.83333333333333,17.86111111111111,61.1861111111111,0.7847048611111112,701,2550,False,False,False,False,True,False,False,False,False,True,False
REQ000092,61.6,4.2,3,0,8,3,0,0,0,2,3.8,1210,1.52,50.59166666666667,0.8295833333333333,3.6783333333333332,33.5,0.8564166666666666,188.08333333333334,82.5,18.46875,57.74965277777778,0.7877847222222223,698,2441,False,False,False,False,True,False,False,False,False,True,False
