customer_id,age,email_opt_in,churned,account_age_days,total_transactions,total_spend,avg_order_value,std_order_value,max_order_value,min_order_value,avg_discount_rate,unique_categories,days_since_last_purchase,customer_tenure_days,purchase_frequency,total_sessions,total_session_duration,avg_session_duration,max_session_duration,total_pages_viewed,avg_pages_per_session,max_pages_per_session,total_cart_abandonments,cart_abandonment_rate,mobile_session_rate,unique_referral_sources,total_tickets,avg_resolution_time,max_resolution_time,avg_satisfaction_score,ticket_resolution_rate,unique_issue_types,high_priority_tickets,tier_Basic,tier_Premium,tier_Standard,gender_F,gender_M
C014,33,1,1,176,2.0,58.980000000000004,29.490000000000002,13.435028842544407,38.99,19.99,0.0,1.0,148.0,24.0,2.5,3.0,12.0,4.0,5.0,4.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.0,3.0,37.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C015,51,0,0,230,7.0,1227.5,175.35714285714286,63.02163271826739,280.0,92.5,0.028571428571428574,3.0,3.0,220.0,0.9545454545454546,11.0,375.0,34.09090909090909,42.0,193.0,17.545454545454547,23.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C016,24,1,1,281,2.0,55.489999999999995,27.744999999999997,6.7245854890840695,32.5,22.99,0.0,2.0,257.0,19.0,3.1578947368421053,3.0,13.0,4.333333333333333,6.0,4.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.0,3.0,55.333333333333336,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C017,39,1,0,324,7.0,849.0,121.28571428571429,42.877594326618826,175.0,68.5,0.028571428571428574,3.0,19.0,297.0,0.7070707070707071,10.0,285.0,28.5,35.0,142.0,14.2,18.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C018,44,1,0,141,6.0,1205.0,200.83333333333334,84.64140042949825,350.0,125.0,0.03333333333333333,3.0,3.0,130.0,1.3846153846153848,10.0,412.0,41.2,50.0,224.0,22.4,28.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C019,30,0,1,194,2.0,61.980000000000004,30.990000000000002,7.071067811865479,35.99,25.99,0.0,1.0,174.0,15.0,4.0,3.0,12.0,4.0,5.0,4.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.0,3.0,40.666666666666664,72.0,2.0,1.0,3.0,2.0,True,False,False,True,False
C020,36,1,0,267,6.0,764.0,127.33333333333333,45.49688634034934,195.0,75.5,0.0,3.0,29.0,231.0,0.7792207792207793,9.0,257.0,28.555555555555557,35.0,128.0,14.222222222222221,18.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C021,52,1,0,360,9.0,1441.0,160.11111111111111,64.86080180749472,290.0,82.5,0.01666666666666667,4.0,3.0,350.0,0.7714285714285715,13.0,485.0,37.30769230769231,45.0,255.0,19.615384615384617,25.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C022,25,1,1,121,2.0,68.49,34.245,6.017478707897522,38.5,29.99,0.0,2.0,97.0,17.0,3.5294117647058822,3.0,12.0,4.0,5.0,4.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C023,41,0,0,217,5.0,617.0,123.4,49.3373590699786,185.0,78.5,0.02,3.0,23.0,189.0,0.7936507936507937,8.0,225.0,28.125,35.0,112.0,14.0,18.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C024,32,1,1,292,2.0,65.98,32.99,14.142135623730955,42.99,22.99,0.0,1.0,267.0,19.0,3.1578947368421053,3.0,13.0,4.333333333333333,6.0,4.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.0,3.0,41.333333333333336,72.0,2.0,1.0,2.0,2.0,True,False,False,False,True
C025,47,1,0,162,6.0,1134.0,189.0,70.13700877568132,310.0,118.0,0.03333333333333333,3.0,3.0,153.0,1.1764705882352942,10.0,391.0,39.1,48.0,209.0,20.9,27.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C026,22,0,1,328,2.0,54.489999999999995,27.244999999999997,1.7748380207782366,28.5,25.99,0.0,2.0,301.0,21.0,2.857142857142857,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,52.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C027,37,1,0,87,4.0,567.5,141.875,47.31873307686925,205.0,92.5,0.0,3.0,3.0,77.0,1.5584415584415583,6.0,188.0,31.333333333333332,38.0,95.0,15.833333333333334,20.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C028,43,1,0,202,6.0,1224.0,204.0,75.79709756976186,340.0,128.0,0.03333333333333333,3.0,3.0,191.0,0.9424083769633509,10.0,412.0,41.2,50.0,224.0,22.4,28.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C029,29,1,1,257,2.0,58.980000000000004,29.490000000000002,13.435028842544407,38.99,19.99,0.0,1.0,230.0,20.0,3.0,3.0,12.0,4.0,5.0,4.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.0,3.0,44.0,72.0,2.0,1.0,3.0,2.0,True,False,False,True,False
C030,55,0,0,128,4.0,620.5,155.125,50.73193438719508,215.0,98.5,0.0125,3.0,9.0,114.0,1.0526315789473684,7.0,200.0,28.571428571428573,35.0,100.0,14.285714285714286,18.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C031,34,1,0,347,8.0,1343.5,167.9375,58.25954091084873,275.0,88.5,0.018750000000000003,3.0,21.0,319.0,0.7523510971786834,12.0,445.0,37.083333333333336,45.0,235.0,19.583333333333332,25.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C032,26,1,1,59,2.0,68.49000000000001,34.245000000000005,1.7748380207782304,35.5,32.99,0.0,2.0,33.0,18.0,3.3333333333333335,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,51.333333333333336,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C033,40,1,0,176,5.0,696.0,139.2,58.12120955382811,225.0,72.5,0.0,3.0,9.0,160.0,0.9375,8.0,225.0,28.125,35.0,112.0,14.0,18.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C034,31,0,1,225,2.0,71.98,35.99,14.142135623730955,45.99,25.99,0.0,1.0,199.0,18.0,3.3333333333333335,2.0,10.0,5.0,6.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,37.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C035,49,1,0,276,7.0,1271.5,181.64285714285714,67.73767679174462,295.0,98.5,0.03571428571428571,3.0,3.0,267.0,0.7865168539325842,11.0,435.0,39.54545454545455,48.0,235.0,21.363636363636363,27.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C036,23,1,1,107,2.0,71.49,35.745,9.55301261383026,42.5,28.99,0.0,2.0,82.0,18.0,3.3333333333333335,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,54.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C037,38,1,0,312,7.0,1022.0,146.0,51.71637393837017,235.0,78.5,0.021428571428571432,3.0,23.0,283.0,0.7420494699646643,10.0,285.0,28.5,35.0,142.0,14.2,18.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C038,46,0,0,30,3.0,593.5,197.83333333333334,141.6212672353038,360.0,98.5,0.03333333333333333,3.0,3.0,20.0,4.5,4.0,158.0,39.5,45.0,84.0,21.0,25.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C039,28,1,1,145,2.0,58.980000000000004,29.490000000000002,9.192388155425121,35.99,22.99,0.0,1.0,120.0,18.0,3.3333333333333335,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,40.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C040,53,1,0,189,5.0,766.0,153.2,61.58185609414513,245.0,85.5,0.01,3.0,3.0,179.0,0.8379888268156425,8.0,225.0,28.125,35.0,112.0,14.0,18.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C041,35,1,0,263,7.0,1325.5,189.35714285714286,69.21386800208123,305.0,105.5,0.028571428571428574,3.0,3.0,252.0,0.8333333333333333,11.0,435.0,39.54545454545455,48.0,235.0,21.363636363636363,27.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C042,24,0,1,74,2.0,81.49000000000001,40.745000000000005,3.1749094475276025,42.99,38.5,0.0,2.0,49.0,18.0,3.3333333333333335,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C043,42,1,0,337,8.0,1171.5,146.4375,58.84995296757436,255.0,78.5,0.00625,4.0,3.0,326.0,0.7361963190184049,11.0,315.0,28.636363636363637,35.0,157.0,14.272727272727273,18.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C044,33,1,1,154,2.0,77.98,38.99,14.142135623730955,48.99,28.99,0.0,1.0,125.0,23.0,2.608695652173913,2.0,10.0,5.0,6.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,42.666666666666664,72.0,2.0,1.0,2.0,2.0,True,False,False,False,True
C045,50,1,0,240,6.0,1266.0,211.0,66.0333249200735,315.0,128.0,0.041666666666666664,3.0,3.0,230.0,0.7826086956521738,10.0,427.0,42.7,52.0,233.0,23.3,29.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C046,27,1,1,298,2.0,71.49000000000001,35.745000000000005,4.589123009900697,38.99,32.5,0.0,2.0,270.0,21.0,2.857142857142857,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,52.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C047,39,0,0,39,3.0,505.0,168.33333333333334,83.86497083606083,265.0,115.0,0.0,3.0,3.0,28.0,3.2142857142857144,4.0,107.0,26.75,32.0,53.0,13.25,16.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C048,45,1,0,94,4.0,823.0,205.75,114.29020080479341,375.0,135.0,0.025,4.0,3.0,84.0,1.4285714285714286,6.0,255.0,42.5,50.0,139.0,23.166666666666668,28.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C049,30,1,1,319,2.0,52.980000000000004,26.490000000000002,9.192388155425121,32.99,19.99,0.0,1.0,296.0,16.0,3.75,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,43.333333333333336,72.0,2.0,1.0,3.0,2.0,True,False,False,True,False
C050,54,1,0,135,4.0,744.5,186.125,63.70030742992271,275.0,125.5,0.0125,3.0,3.0,125.0,0.96,7.0,200.0,28.571428571428573,35.0,100.0,14.285714285714286,18.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C051,36,1,0,212,6.0,1310.0,218.33333333333334,68.77402610482149,325.0,132.0,0.025000000000000005,3.0,3.0,201.0,0.8955223880597015,10.0,427.0,42.7,52.0,233.0,23.3,29.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C052,22,0,1,250,2.0,61.489999999999995,30.744999999999997,6.7245854890840695,35.5,25.99,0.0,2.0,227.0,18.0,3.3333333333333335,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,49.666666666666664,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C053,41,1,0,21,3.0,568.5,189.5,83.76007402097972,285.0,128.5,0.0,3.0,3.0,10.0,9.0,3.0,98.0,32.666666666666664,38.0,50.0,16.666666666666668,20.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C054,32,1,1,87,2.0,78.98,39.49,19.091883092036788,52.99,25.99,0.0,1.0,59.0,21.0,2.857142857142857,2.0,10.0,5.0,6.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,39.333333333333336,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C055,48,1,0,353,8.0,1662.5,207.8125,71.11958616101674,335.0,118.5,0.03125,3.0,21.0,324.0,0.7407407407407407,12.0,552.0,46.0,55.0,304.0,25.333333333333332,30.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C056,25,1,1,169,2.0,78.49000000000001,39.245000000000005,4.6032651455244205,42.5,35.99,0.0,2.0,143.0,19.0,3.1578947368421053,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,53.333333333333336,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C057,37,0,0,223,5.0,880.0,176.0,75.6149786748631,295.0,92.5,0.02,3.0,23.0,192.0,0.78125,8.0,225.0,28.125,35.0,112.0,14.0,18.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C058,44,1,0,288,7.0,1568.5,224.07142857142858,89.36928469904551,385.0,125.5,0.014285714285714287,3.0,3.0,278.0,0.7553956834532374,11.0,502.0,45.63636363636363,55.0,276.0,25.09090909090909,30.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C059,29,1,1,53,2.0,65.98,32.99,14.142135623730955,42.99,22.99,0.0,1.0,26.0,20.0,3.0,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,40.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C060,56,1,0,110,4.0,820.5,205.125,70.08372968575992,305.0,142.5,0.025,3.0,3.0,99.0,1.2121212121212122,6.0,170.0,28.333333333333332,35.0,85.0,14.166666666666666,18.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C061,34,1,0,306,7.0,1575.5,225.07142857142858,76.31755399394721,345.0,135.5,0.028571428571428574,3.0,19.0,279.0,0.7526881720430108,11.0,477.0,43.36363636363637,52.0,261.0,23.727272727272727,29.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C062,23,0,1,151,2.0,67.49,33.745,6.7245854890840695,38.5,28.99,0.0,2.0,117.0,26.0,2.3076923076923075,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C063,40,1,0,196,5.0,942.0,188.4,80.244470214464,315.0,98.5,0.02,3.0,3.0,186.0,0.8064516129032258,8.0,225.0,28.125,35.0,112.0,14.0,18.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C064,31,1,1,245,2.0,84.98,42.49,19.091883092036788,55.99,28.99,0.0,1.0,212.0,25.0,2.4,2.0,10.0,5.0,6.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,42.0,72.0,2.0,1.0,2.0,2.0,True,False,False,False,True
C065,47,1,0,11,2.0,550.0,275.0,127.27922061357856,365.0,185.0,0.05,2.0,3.0,0.0,2.0,2.0,70.0,35.0,38.0,36.0,18.0,20.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C066,26,1,1,67,2.0,71.49000000000001,35.745000000000005,4.589123009900697,38.99,32.5,0.0,2.0,43.0,19.0,3.1578947368421053,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,52.0,96.0,2.0,1.0,2.0,2.0,True,False,False,False,True
C067,38,0,0,357,8.0,1584.5,198.0625,76.28912930424623,325.0,92.5,0.0125,3.0,23.0,327.0,0.7339449541284403,11.0,315.0,28.636363636363637,35.0,157.0,14.272727272727273,18.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C068,43,1,0,156,5.0,1195.0,239.0,104.78310932588325,395.0,145.0,0.05,3.0,3.0,145.0,1.0344827586206897,8.0,352.0,44.0,55.0,192.0,24.0,30.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C069,28,1,1,235,2.0,65.98,32.99,18.38477631085024,45.99,19.99,0.0,1.0,206.0,21.0,2.857142857142857,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,42.666666666666664,72.0,2.0,1.0,2.0,2.0,True,False,False,True,False
C070,52,1,0,284,6.0,1147.0,191.16666666666666,79.82021464933972,335.0,98.5,0.016666666666666666,3.0,29.0,247.0,0.7287449392712552,9.0,257.0,28.555555555555557,35.0,128.0,14.222222222222221,18.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C071,35,1,0,46,3.0,761.0,253.66666666666666,108.01080192894288,375.0,168.0,0.016666666666666666,2.0,3.0,36.0,2.5,4.0,163.0,40.75,48.0,87.0,21.75,27.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C072,24,0,1,102,2.0,68.49000000000001,34.245000000000005,1.7748380207782304,35.5,32.99,0.0,2.0,77.0,17.0,3.5294117647058822,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,49.666666666666664,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C073,41,1,0,329,7.0,1339.0,191.28571428571428,78.94399763062903,345.0,92.5,0.021428571428571432,3.0,29.0,293.0,0.7167235494880545,10.0,285.0,28.5,35.0,142.0,14.2,18.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C074,33,1,1,141,2.0,84.98,42.49,23.334523779156072,58.99,25.99,0.0,1.0,112.0,21.0,2.857142857142857,2.0,10.0,5.0,6.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,39.333333333333336,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C075,49,1,0,186,5.0,1292.0,258.4,85.42716195683899,385.0,175.0,0.03,3.0,3.0,176.0,0.8522727272727273,9.0,382.0,42.44444444444444,52.0,208.0,23.11111111111111,29.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C076,27,1,1,260,2.0,85.49000000000001,42.745000000000005,0.3464823227814122,42.99,42.5,0.0,2.0,235.0,18.0,3.3333333333333335,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,55.333333333333336,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C077,39,0,0,26,3.0,711.5,237.16666666666666,102.51138148192781,355.0,168.5,0.016666666666666666,3.0,3.0,16.0,5.625,3.0,98.0,32.666666666666664,38.0,50.0,16.666666666666668,20.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C078,46,1,0,82,3.0,812.0,270.6666666666667,118.30610015266895,405.0,182.0,0.0,2.0,3.0,71.0,1.267605633802817,4.0,169.0,42.25,50.0,92.0,23.0,28.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C079,30,1,1,340,2.0,58.980000000000004,29.490000000000002,9.192388155425121,35.99,22.99,0.0,1.0,316.0,19.0,3.1578947368421053,2.0,9.0,4.5,5.0,3.0,1.5,2.0,1.0,0.5,1.0,2.0,3.0,40.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C080,55,1,0,179,5.0,1069.0,213.8,94.45938280552123,365.0,108.5,0.02,3.0,3.0,169.0,0.8875739644970414,3.0,82.0,27.333333333333332,32.0,41.0,13.666666666666666,16.0,0.0,0.0,0.0,3.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C081,36,1,0,227,6.0,1660.0,276.6666666666667,79.0459781814778,395.0,185.0,0.025000000000000005,3.0,3.0,217.0,0.8294930875576036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C082,22,0,1,278,2.0,67.49,33.745,6.7245854890840695,38.5,28.99,0.0,2.0,273.0,28.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C083,42,1,0,31,3.0,748.5,249.5,108.99885320497643,375.0,178.5,0.0,3.0,3.0,20.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C084,32,1,1,117,2.0,91.98,45.99,24.041630560342618,62.99,28.99,0.0,1.0,90.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.333333333333336,72.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C085,48,1,0,316,7.0,1848.5,264.07142857142856,90.11678930302452,405.0,152.5,0.028571428571428574,3.0,23.0,286.0,0.7342657342657343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C086,25,1,1,131,2.0,71.49000000000001,35.745000000000005,4.589123009900697,38.99,32.5,0.0,2.0,104.0,19.0,3.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
